"gene.id","mod.name","b","c","d","e","f","SDres","AIC.model","lof.p","ctrl.mod","ctrl.mean","adv.incr","bmd","bmdl","bmdu","bmr","SDctrl","conv.pass","hd.pass","CI.pass","ld.pass","all.pass","compound_name"
"P01137","Exp3",-0.00496798662045784,NA,0.532517828605063,0.228270100728907,NA,0.00942694546626567,-540.26,0.175765848306562,0.199159275086285,0.228301224853125,FALSE,2.01134947347973,1.63134335692432,2.42440600734385,0.209447333920594,0.0093197286424761,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P01137.1","Exp3",0.146971332310432,NA,4.62917689816234,0.192873084129238,NA,0.0167570803497878,-443.61,0.136505924250582,0.234332652328936,0.19284905636875,TRUE,4.58040692648201,4.46232265507967,4.69029012527478,0.226363217068326,0.0152845812252984,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P01138","Exp3",-0.186259581510185,NA,10.3195324835348,0.186453804903451,NA,0.0112831313612086,-510.06,0.935623966581821,0.138081728388693,0.187055667258141,FALSE,4.39017790864249,4.34319701862703,4.43235837695597,0.164489404535723,0.0118706807806727,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P01374","Exp3",0.197448244874331,NA,19.2817618179499,0.210454384162384,NA,0.0398895170165795,-297.91,0.441387063553817,0.291393560473263,0.208153608946875,TRUE,4.76889004030054,4.73581324445357,4.79937338745141,0.287932642980034,0.0371659022202861,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P01579","Exp3",-0.103510886798049,NA,3.17662180849495,0.185367423210744,NA,0.00582734910893208,-621.07,0.927692100543252,0.166583996996085,0.185356750726562,FALSE,4.08616606042924,3.94625152133337,4.21550394460138,0.173702052508698,0.0061402890698073,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P01583","Exp3",0.114074464018064,NA,3.2161711745579,0.192218124115639,NA,0.00617282285405005,-611.39,0.514028289860047,0.221552233678188,0.192339260942188,TRUE,3.70809409115831,3.57860572068956,3.82905473110364,0.204684906650288,0.00607486296754691,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P02775","Exp2",-0.073479444547084,NA,NA,0.226003103591487,NA,0.0265751423587902,-367.11,0.846895400854907,0.159087256075361,0.226660900196875,FALSE,3.59705971800339,3.23372303747495,3.95093514832298,0.173510615479295,0.0285078773445801,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P02776","Exp3",0.156134136700494,NA,8.65408258256184,0.190582299783328,NA,0.00714943759925422,-586.71,0.802514435708435,0.206294379714281,0.19079114274375,TRUE,4.73594413595221,4.67330578328953,4.79325153817397,0.205090017942258,0.00708236783070428,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P02778","Exp3",-0.0275732196805319,NA,0.436931807710268,0.293054185218496,NA,0.0371604445290254,-309.81,0.931065973804873,0.194006201418786,0.2931092978375,FALSE,2.17170226712986,1.70700476483956,2.68443420212896,0.218788408779449,0.0407131069923941,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P04141","Exp3",0.163521129300474,NA,6.70329885660553,0.191780720241617,NA,0.00518450022398588,-640.7,0.73665238889558,0.232204028630504,0.191538570882813,TRUE,3.92825375816508,3.8597572196321,3.99088612065416,0.201907571330784,0.00536100616964742,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P05019","Exp3",0.197091308226662,NA,10.5983716791566,0.221682667642799,NA,0.0602964786673505,-228.5,0.727586476679743,0.376346831847265,0.2239321299,TRUE,4.69652251226975,4.6376874330688,4.7519304528799,0.344525087234701,0.0630168154220395,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P07333","Exp3",0.193107948801594,NA,12.4928905934322,0.191970060868971,NA,0.00912034081697089,-545.81,0.398917654169539,0.276816403360918,0.190904491160937,TRUE,4.25388115846023,4.21194751215799,4.29190007689911,0.209145172794879,0.00865518692842657,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P08620","Exp3",0.192790900583572,NA,8.8677138018086,0.196009723073607,NA,0.0225068539495487,-394.05,0.628380247250868,0.317678161404233,0.194248420525,TRUE,4.32457379283448,4.26333044355772,4.38093730585096,0.239262128424097,0.0223013149477802,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P08700","Exp3",0.184751914476255,NA,7.95120448038403,0.189872675163476,NA,0.0184068563521156,-427.84,0.955962713098352,0.275174171494205,0.1903607453375,TRUE,4.3606945036525,4.2957392688908,4.42070042758586,0.227174458041731,0.018678969676351,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P08887","Exp3",-0.169704020301759,NA,7.99827011637845,0.193937914358209,NA,0.00792854886709111,-569.34,0.288193715057045,0.160865291898749,0.195193519321875,FALSE,4.28529184764277,4.22139826245321,4.3426503305712,0.179336421587693,0.00771295979196994,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P09038","Exp3",0.143100011346443,NA,4.66267571973105,0.193163614072917,NA,0.00622812678536628,-609.89,0.572203560171631,0.228934588885074,0.192895799646875,TRUE,3.8382928664604,3.74227035741548,3.92681887675511,0.205352053217608,0.00601872504152557,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P09238","Exp3",-0.157648282614668,NA,6.46519988622758,0.188997775237877,NA,0.0125375240577145,-492.35,0.920481566885664,0.161033599224395,0.189541521290625,FALSE,4.67488551260684,4.59638311439445,4.74579477162503,0.164466473175196,0.0124620100975713,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P09341","Poly2",0.417618026430866,-0.0885216341381088,0.0128255441388492,NA,NA,0.0398665359010506,-298.01,0.559294434565605,0.2874647968647,0.4192245739625,FALSE,1.03896752208023,0.904580362061169,1.18130736208667,0.339491502160399,0.0420948465879916,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P0DJI8","Exp2",-0.0676435679242889,NA,NA,0.28643942217936,NA,0.0355115263438622,-318.41,0.56275362082733,0.20733085989446,0.286837476884375,FALSE,4.18529345025476,3.76991282145947,4.58930592436412,0.215814424196651,0.0372123570697825,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P10451","Exp2",-0.0351728708853939,NA,NA,0.197746411466067,NA,0.00954318714089862,-539.17,0.958859809829592,0.167155440786776,0.19791539424375,FALSE,2.85888821181257,2.55531922921107,3.15924546921239,0.178829019961953,0.0100718536463038,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P12645","Exp3",0.177397862145574,NA,4.65845757565837,0.194034848072538,NA,0.0172791067626227,-438.46,0.467830690349036,0.308282562650809,0.193760601759375,TRUE,3.81740662018787,3.72102086248506,3.90720056027626,0.22831881528462,0.0160251044790536,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P13500","Poly2",0.805778820056807,-0.158347116472311,0.0211991447690041,NA,NA,0.04374130949422,-282.42,0.636428328175062,0.533164284619281,0.8065850904,FALSE,0.594735900404451,0.525072872809722,0.665982166029609,0.71910247141156,0.0409281978417086,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P13501","Exp3",-0.187082921549873,NA,9.40737215170339,0.196296811848958,NA,0.014145884315756,-472.07,0.207017298273181,0.138579894541583,0.195612257279688,FALSE,4.39827452782793,4.35006682073698,4.44175093992981,0.167320488648176,0.0119691913130823,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P14778","Exp3",0.17021381353944,NA,6.80292328435349,0.193491826990461,NA,0.00736971430379398,-581.62,0.698261404272476,0.247251624981765,0.19322725093125,TRUE,3.99175959568018,3.92311701598519,4.05464553928405,0.207966679538838,0.00753837654076414,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P16035","Exp3",-0.020551446156479,NA,0.698208763029996,0.954277785356511,NA,0.0330543982546624,-329.49,0.183297168656722,0.782999235192266,0.95458416374375,FALSE,1.11121858599893,0.944707488932319,1.28429134151747,0.888475367234425,0.0328395841816115,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P16581","Poly2",0.192485862620446,-0.0107203147625619,0.00329795078440423,NA,NA,0.0101369631435972,-528.06,0.693414856666678,0.216557199072605,0.192412954567187,TRUE,4.58619830873078,4.47274719861845,4.69545470851057,0.212686880854382,0.0102145362366509,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P18075","Exp3",0.169360539114522,NA,5.6787202138226,0.192173049727379,NA,0.00914847148597846,-545.29,0.102918018096876,0.259558278829746,0.191377691571875,TRUE,3.84222218277042,3.76086672259159,3.91694345223524,0.209674634543832,0.00844454039187064,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P19438","Exp3",0.175647597497232,NA,6.83337186581385,0.188143585242811,NA,0.00575161808181811,-623.26,0.420848048914769,0.254473569446687,0.188279128015625,TRUE,3.77203922965729,3.71003761104576,3.82895675146193,0.199782364179261,0.00522813451128868,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P20809","Exp3",0.166815217074978,NA,8.73198597452403,0.191884908671104,NA,0.00694650001337339,-591.55,0.605255573787582,0.220277889269186,0.1923070805875,TRUE,4.43476526515279,4.37775707405437,4.48699456085411,0.206200080614247,0.00730965934209318,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P21583","Exp3",0.160373634839138,NA,5.43947390817896,0.190857594614259,NA,0.0062846514605191,-608.37,0.548074120271396,0.241429222586208,0.190691936153125,TRUE,3.75051740003405,3.67086685719877,3.82377971762988,0.203261239074163,0.00629197174564974,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P22004","Exp3",0.189105323719644,NA,7.56426348658675,0.204226574997434,NA,0.0213817368879685,-402.67,0.682310012963612,0.324938399249089,0.20300854968125,TRUE,4.23126062730384,4.16240641380828,4.29476649499513,0.245772023457187,0.0204448554704431,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P22301","Exp3",0.185015944106078,NA,12.969387108148,0.191979419744479,NA,0.00509295217456449,-643.7,0.553031056971326,0.234995727342267,0.191946976201563,TRUE,4.30020667568925,4.26202845978692,4.33489724030952,0.202132880550691,0.00486545266679673,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P24394","Exp3",0.150511205448135,NA,3.33306020660519,0.200757419298652,NA,0.021458828764108,-402.07,0.455170164561737,0.280162945413614,0.2001610102125,TRUE,4.04501093776986,3.89910821489492,4.18248340751043,0.243078667740716,0.0196106242890624,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P24592","Poly2",0.500197136509934,-0.0413255701117943,-0.00322373945446812,NA,NA,0.0215052910005075,-401.7,0.546276510268042,0.22913698895812,0.500479018665625,FALSE,0.961791931742116,0.864138548713025,1.05816662350843,0.45746843666461,0.0218470144009822,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P25445","Exp3",-0.108728128056643,NA,2.98390870295304,0.192086847643308,NA,0.00953424009396387,-538.35,0.53170265752058,0.166707990040955,0.1922103289,FALSE,4.30533021373977,4.14974558620119,4.4489821770017,0.173141848712072,0.00982571748993388,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P29460","Exp3",0.175278495730842,NA,10.0368755596426,0.192637376844551,NA,0.00643898722209225,-604.3,0.189224553991342,0.22803120963114,0.192210434059375,TRUE,4.32905171228783,4.27752686886371,4.37588016073692,0.20508840850356,0.00621324356114011,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P29965","Exp3",0.0996296345887309,NA,3.19778924728617,0.191429915942469,NA,0.0067933674404282,-595.3,0.844421519005586,0.210118737578606,0.191350917204687,TRUE,4.33396419943801,4.17827449666963,4.47929298547096,0.204937652085544,0.00706722889191302,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P31371","Exp3",-0.149381164783411,NA,7.56588377809515,0.186125349835677,NA,0.00615014633545315,-612.01,0.987518247524255,0.17216164306076,0.185979437523437,FALSE,4.70334984443315,4.63623787402924,4.76428556961897,0.173679144852531,0.00652117102651677,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P35225","Exp3",0.187428969149457,NA,15.8255248311454,0.19105361528099,NA,0.00844294973807934,-558.78,0.932546910664835,0.227488026754478,0.190814398960937,TRUE,4.56078386211025,4.52661201643336,4.59181008980074,0.207700298437096,0.00905575864858546,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P35968","Exp3",-0.194504317914185,NA,22.8163392279034,0.186060222036666,NA,0.0067237944627651,-597.03,0.374750243777317,0.154169915348351,0.18571868961875,FALSE,4.59481305546183,4.57332531325079,4.61416348246165,0.17227110069322,0.00696757581136071,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P36222","Exp2",-0.0700220248356949,NA,NA,0.71947374441673,NA,0.0668449040725428,-212.15,0.687875549679595,0.514885326412422,0.722347413571875,FALSE,2.86588877023819,2.56592825862516,3.15966984819687,0.588657605426789,0.0709185282679039,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P39900","Exp3",0.173249740993629,NA,7.31720478369825,0.189538597419879,NA,0.00812976219659176,-565.13,0.67981562568318,0.243590741958934,0.1891831718375,TRUE,4.09113433700626,4.02514110379316,4.15153527289471,0.205442696230684,0.00847878441853106,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P39905","Poly2",0.184233979029382,0.00724432745668446,-0.00232515289477816,NA,NA,0.00763188614255275,-575.74,0.529672247859805,0.165763534836588,0.18411356718125,FALSE,4.56501105838589,4.4456416772782,4.67981405181367,0.168849794896144,0.00731902030017593,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P40225","Exp3",0.183722558118537,NA,9.76262332495712,0.188642719470688,NA,0.00976732620063957,-534.3,0.659532405845273,0.249678673042048,0.188226789279688,TRUE,4.28388273631066,4.23161689961336,4.33158751205952,0.207761441680967,0.00985529909012469,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P40933","Exp3",0.148801022144397,NA,5.54915754535747,0.192233125230629,NA,0.00626681199522938,-608.85,0.343749164383541,0.2234890920536,0.192298542323437,TRUE,4.08905320349446,4.00503683210463,4.16638671518993,0.204832166313896,0.00605057422232985,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P40933.1","Exp3",0.147660773458848,NA,5.26360350989656,0.185552140485845,NA,0.00719328015359313,-585.69,0.85423494014153,0.217633423593933,0.1856652017125,TRUE,4.14265192383824,4.05279093727812,4.22554368028326,0.200051762019686,0.00758054524928055,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P42081","Exp3",0.141774071411384,NA,4.64526025708463,0.185676379669673,NA,0.00868634121434682,-554,0.349191082261485,0.218720466432496,0.184961384290625,TRUE,4.15849965827496,4.05055524130749,4.258037172039,0.202334066719319,0.00885974906323079,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P42701","Exp3",0.198450688302057,NA,8.76780195901057,0.190938369566143,NA,0.0183619884419328,-428.25,0.58603956178756,0.357591912512615,0.1888748984,TRUE,4.10807458136359,4.04982819169576,4.16153126490252,0.225598875283866,0.0184380326649794,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P43489","Exp3",-0.203333388649842,NA,28.3627205599984,0.19626849185914,NA,0.0277359447032714,-358.96,0.346359295129571,0.126260202307498,0.1968919627125,FALSE,4.72835931856623,4.71182219699129,4.74301390094107,0.141420073305957,0.0281793068287672,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P48023","Exp3",0.148844852454697,NA,5.12647842439232,0.191199411103116,NA,0.00453558139247935,-663.17,0.465847376126749,0.227601771824038,0.191019661807812,TRUE,3.67625339434609,3.59325097460478,3.75253558448006,0.200090824592771,0.00460350010228793,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P48061","Poly2",0.188786721269872,0.00975107695908421,-0.00328302050125041,NA,NA,0.0140527040347041,-473.18,0.93578844890712,0.160425089249233,0.188854018384375,FALSE,4.76315483510503,4.62006170492894,4.90025051364688,0.160748610314967,0.0141988416756768,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P49771","Exp3",-0.150126770589446,NA,6.8205066604177,0.184929238302315,NA,0.0072402795450379,-584.59,0.864621979153783,0.166707135494543,0.18487536174375,FALSE,4.61504854272722,4.54177410328419,4.68157237805825,0.170394802653674,0.00698775529038089,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P51671","Exp3",-0.199876005020575,NA,18.0454791374214,0.192495497273051,NA,0.0194306001579877,-418.75,0.987443720713867,0.124474146351167,0.191256878196875,FALSE,4.61574858335483,4.59043206938538,4.63841679593497,0.1523956778809,0.0209686056229035,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P55774","Exp3",0.146714104622218,NA,4.85744813403111,0.191565216368778,NA,0.00688959684367807,-592.93,0.528024693786215,0.228908557029149,0.191300098273437,TRUE,3.92101545229417,3.8267565047103,4.00789323549284,0.205079291960794,0.0067568500397009,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P60568","Exp3",0.162183277528127,NA,5.6617893993012,0.184780825298294,NA,0.00779442310080122,-572.2,0.259978831180527,0.233981928504242,0.184508954021875,TRUE,3.94370908665994,3.86218703966312,4.01869009504865,0.200097800223477,0.00630974389080869,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P61812","Exp3",0.177434516080395,NA,7.16871863646761,0.189378073668128,NA,0.0101918689282982,-527.15,0.544190471435997,0.257220492607889,0.188756317134375,TRUE,4.08334397827305,4.0151500895116,4.14583067409747,0.209140054990971,0.00951514691432291,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P78536","Exp3",0.181808930029783,NA,9.62044120854206,0.19141592699442,NA,0.0110745733641246,-513.19,0.387948709007763,0.247805927793782,0.1914531133375,TRUE,4.371245131059,4.31803916520101,4.41995630884921,0.213602260065749,0.010917754412778,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P80098","Exp3",-0.025444388032892,NA,0.191061160140522,0.343868414820584,NA,0.0294404950213593,-348.94,0.888627245077587,0.176211174381065,0.343879079884375,FALSE,0.00620441728255674,0.00341302071772954,0.0105008517603122,0.284998089841656,0.0319102278104137,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"P80188","Poly2",0.256279597404867,-0.0402690670387005,0.0066394288560721,NA,NA,0.0256684700572086,-371.97,0.961339959688632,0.215450907776712,0.256996743946875,FALSE,1.77863119465556,1.48303415741127,2.17037089565665,0.205659803832458,0.028452322706103,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q01638","Exp2",-0.0597349821063563,NA,NA,0.192293871568512,NA,0.016343915171321,-448.78,0.258684357529353,0.144546608183139,0.192623831985469,FALSE,3.0844746418533,2.76456127469503,3.39838058418938,0.159936001642827,0.0161049397100406,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q02223","Exp3",0.164031757700123,NA,9.49464699458999,0.186376703322357,NA,0.00562979533663757,-626.86,0.702844442451521,0.205758902527198,0.186676560665625,TRUE,4.53436840872411,4.48071963725807,4.58341070461242,0.1979361513389,0.00559453586324005,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q03167","Exp3",0.19773997621875,NA,8.43460090316911,0.189135521905983,NA,0.0222744668120456,-395.8,0.820791278109103,0.351455007141083,0.18842310318125,TRUE,4.19921429231596,4.13878096473989,4.25507402366403,0.232972036805341,0.0224313938627382,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q03405","Poly2",0.188485830127994,-0.0111027391604059,0.0034771685541797,NA,NA,0.00814453163958135,-564.82,0.134304493448138,0.214821557365733,0.188490678275,TRUE,4.28628733434937,4.19126342353947,4.37806278354308,0.204779741554163,0.00783402341206878,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q07011","Exp3",0.187831995198134,NA,14.9497429141387,0.193877731856262,NA,0.0059281455257949,-618.18,0.417898263132436,0.236452404530772,0.193187513634375,TRUE,4.39029428438639,4.35427516599328,4.42280785202189,0.205043804685965,0.00596898542063375,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q07325","Exp3",-0.194349875535906,NA,13.3775140543249,0.187520612418846,NA,0.0111815799360834,-511.58,0.653705605041886,0.129346499515034,0.18837290215,FALSE,4.39619586100724,4.35933128357574,4.42917818536344,0.166009742277833,0.0113397678137543,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q12805","Exp3",-0.0182435572645471,NA,0.579585184474105,0.708102531246893,NA,0.0317076913168538,-336.47,0.104238313918184,0.555267709259754,0.708274987321875,FALSE,0.919620393032654,0.756954177308797,1.09360720926914,0.644859604688167,0.0314249837183153,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q13421","Exp3",0.166168746667492,NA,7.25095574256159,0.194845297907996,NA,0.00652674177792135,-602.02,0.819101755021948,0.235081088200179,0.19449973154375,TRUE,4.11184690955132,4.0448867571947,4.17302386246165,0.207553215099593,0.00688651042184283,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q13443","Exp3",0.142225786369,NA,4.60676449189356,0.189108183890785,NA,0.00642752319823973,-604.6,0.175741392121615,0.223863639839924,0.188853851696875,TRUE,3.87810454008284,3.77994968600044,3.96865707873709,0.201708898093354,0.00602423867738629,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q14393","Exp3",-0.0674828992701737,NA,0.735901064224097,0.35311303933666,NA,0.0215394710010131,-401.44,0.12333227069262,0.228607666453523,0.35328676799375,FALSE,0.921928757517774,0.790611551655832,1.0564983600675,0.310207825991724,0.0209096588285231,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q15113","Exp3",-0.00475508607380377,NA,0.355627028796362,0.695041075178864,NA,0.0579349596093046,-235.21,0.503289093281134,0.53574414811937,0.69511924880625,FALSE,1.75309783731592,1.29103123267698,2.29906149325194,0.579249329587641,0.0597137758423893,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q15116","Exp2",0.0151997631315934,NA,NA,0.19030036428689,NA,0.00643678442422479,-605.32,0.495422429991171,0.204635522108199,0.190444239071875,TRUE,4.35313510164417,3.87958042128764,4.83012821553738,0.203317807920325,0.00638943896010226,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q15389","Exp3",-0.140211622347376,NA,3.25482832839156,0.381937213384233,NA,0.0234598282384211,-387.09,0.183249325902964,0.291120023436013,0.383577712853125,FALSE,3.77586974581467,3.64715343271297,3.89384378933997,0.336658056376283,0.023825552412366,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
"Q16552","Exp3",0.164066895582082,NA,8.62644884585073,0.18842319347209,NA,0.00667278193357933,-598.31,0.989983094991661,0.212971316839413,0.1884832709625,TRUE,4.46866421802636,4.40899878780166,4.52319795213005,0.201828834829659,0.00666809618505903,TRUE,TRUE,TRUE,TRUE,TRUE,"Actinomycin D"
